depth	MnO2	FeOOH	POC	FeS	FeS2	CaCO3	Age	BSi	NdnrPO4	NdrPO4	SurfMn_Ndnr	SurfMn_Ndr	SurfFe_Ndnr	SurfFe_Ndr	Illite	Basalt	O2	NO3	TMn	TFe	CH4	NO2	Ca	Al	TNH4	SO4	TNdnr	TNdr	TH4SiO4	TCO2	TH2S	TH3BO3	TH3PO4	H
0.745580632	0.012944231	0.05987209	3.79541945	1.79971E-55	1.71848E-05	0.163070229	3.401234968	2.565877039	9.1254E-05	4.67711E-05	3.11179E-06	1.59484E-06	1.10631E-05	5.67017E-06	0.194587133	0.125603528	5.58802E-05	3.57003E-05	3.21701E-06	1.99238E-08	4.36474E-16	3.44767E-07	0.010386826	1.8374E-08	5.85044E-07	0.027982022	2.4792E-10	1.2707E-10	0.000307198	0.002501783	3.72501E-06	8.70912E-05	3.32646E-06	1.91217E-08
0.773041548	0.012923737	0.059879935	3.794688641	2.02702E-55	1.71893E-05	0.162635474	3.517396523	2.564782486	9.12789E-05	4.67838E-05	3.08612E-06	1.58168E-06	1.10637E-05	5.67048E-06	0.194601894	0.125494319	5.50853E-05	3.55356E-05	3.40948E-06	2.07526E-08	4.50804E-16	3.55231E-07	0.010388443	1.81349E-08	6.01947E-07	0.027981346	2.53084E-10	1.29716E-10	0.000310664	0.002505727	3.86781E-06	8.70911E-05	3.34491E-06	1.91189E-08
0.80119764	0.012902704	0.059887963	3.793943817	2.29581E-55	1.71938E-05	0.162195572	3.635861232	2.56367535	9.13043E-05	4.67969E-05	3.05988E-06	1.56824E-06	1.10643E-05	5.67078E-06	0.194616938	0.125382963	5.42748E-05	3.53656E-05	3.61649E-06	2.16547E-08	4.66119E-16	3.65986E-07	0.010390081	1.78978E-08	6.19182E-07	0.027980648	2.58265E-10	1.32372E-10	0.000314177	0.002509755	4.01525E-06	8.70911E-05	3.36383E-06	1.91169E-08
0.830066507	0.012881113	0.059896177	3.793184825	2.61532E-55	1.71985E-05	0.161750592	3.756658135	2.562555876	9.13304E-05	4.68102E-05	3.03307E-06	1.5545E-06	1.10649E-05	5.67107E-06	0.194632268	0.125269431	5.34487E-05	3.51902E-05	3.83956E-06	2.26327E-08	4.82512E-16	3.77045E-07	0.010391742	1.76628E-08	6.36772E-07	0.027979929	2.63466E-10	1.35037E-10	0.000317736	0.002513868	4.16754E-06	8.70909E-05	3.38325E-06	1.91159E-08
0.859666192	0.012858942	0.059904582	3.792411515	2.99716E-55	1.72032E-05	0.161300614	3.879815721	2.561424333	9.13571E-05	4.68239E-05	3.00567E-06	1.54045E-06	1.10654E-05	5.67136E-06	0.194647885	0.1251537	5.26068E-05	3.50091E-05	4.08041E-06	2.36898E-08	5.00084E-16	3.88422E-07	0.010393424	1.74299E-08	6.5474E-07	0.027979188	2.68688E-10	1.37714E-10	0.00032134	0.002518069	4.32488E-06	8.70908E-05	3.40317E-06	1.91157E-08
0.890015198	0.01283617	0.059913182	3.791623744	3.45611E-55	1.72081E-05	0.160845729	4.005361855	2.560281013	9.13844E-05	4.68379E-05	2.97768E-06	1.52611E-06	1.1066E-05	5.67164E-06	0.194663794	0.125035745	5.17491E-05	3.48221E-05	4.341E-06	2.48299E-08	5.18949E-16	4.00131E-07	0.010395128	1.71992E-08	6.7311E-07	0.027978423	2.73934E-10	1.40403E-10	0.00032499	0.002522359	4.4875E-06	8.70906E-05	3.42362E-06	1.91164E-08
0.921132492	0.012812773	0.059921981	3.790821372	4.01107E-55	1.72131E-05	0.160386038	4.133323709	2.559126228	9.14124E-05	4.68522E-05	2.94908E-06	1.51145E-06	1.10665E-05	5.6719E-06	0.194679996	0.124915542	5.08753E-05	3.46289E-05	4.62353E-06	2.60575E-08	5.39234E-16	4.1219E-07	0.010396854	1.69708E-08	6.9191E-07	0.027977634	2.79206E-10	1.43105E-10	0.000328686	0.00252674	4.65564E-06	8.70903E-05	3.4446E-06	1.91181E-08
0.953037524	0.012788725	0.059930983	3.790004267	4.68633E-55	1.72182E-05	0.159921654	4.263727684	2.557960318	9.1441E-05	4.68669E-05	2.91987E-06	1.49648E-06	1.1067E-05	5.67215E-06	0.194696495	0.124793067	4.99855E-05	3.44294E-05	4.93051E-06	2.73778E-08	5.61083E-16	4.24614E-07	0.010398602	1.67448E-08	7.11166E-07	0.02797682	2.84505E-10	1.45821E-10	0.000332425	0.002531214	4.82954E-06	8.70901E-05	3.46615E-06	1.91208E-08
0.985750236	0.012763998	0.059940193	3.789172304	5.5134E-55	1.72234E-05	0.159452705	4.396599328	2.556783645	9.14702E-05	4.68819E-05	2.89003E-06	1.48119E-06	1.10674E-05	5.67239E-06	0.194713292	0.124668299	4.90796E-05	3.42232E-05	5.26479E-06	2.87968E-08	5.84659E-16	4.37422E-07	0.010400373	1.65211E-08	7.30912E-07	0.027975979	2.89834E-10	1.48552E-10	0.000336209	0.002535784	5.00948E-06	8.70897E-05	3.48826E-06	1.91244E-08
1.019291074	0.01273856	0.059949615	3.788325362	6.53342E-55	1.72287E-05	0.158979331	4.531963255	2.555596598	9.15002E-05	4.68973E-05	2.85957E-06	1.46558E-06	1.10679E-05	5.67261E-06	0.194730391	0.124541217	4.81576E-05	3.40102E-05	5.62964E-06	3.03215E-08	6.10146E-16	4.50633E-07	0.010402165	1.62998E-08	7.51178E-07	0.027975112	2.95196E-10	1.513E-10	0.000340037	0.002540451	5.19573E-06	8.70894E-05	3.51097E-06	1.91291E-08
1.053681002	0.012712377	0.059959254	3.78746333	7.80049E-55	1.72342E-05	0.158501685	4.66984305	2.554399591	9.15308E-05	4.6913E-05	2.82847E-06	1.44964E-06	1.10683E-05	5.67282E-06	0.194747794	0.1244118	4.72194E-05	3.37899E-05	6.02878E-06	3.19595E-08	6.3775E-16	4.64269E-07	0.010403979	1.6081E-08	7.72E-07	0.027974216	3.00592E-10	1.54066E-10	0.000343907	0.002545218	5.3886E-06	8.70889E-05	3.5343E-06	1.91348E-08
1.088941516	0.012685414	0.059969115	3.786586106	9.38639E-55	1.72398E-05	0.158019938	4.810261175	2.553193065	9.15621E-05	4.6929E-05	2.79673E-06	1.43337E-06	1.10686E-05	5.673E-06	0.194765501	0.124280029	4.6265E-05	3.35622E-05	6.46645E-06	3.37199E-08	6.67709E-16	4.78351E-07	0.010405815	1.58646E-08	7.93415E-07	0.027973291	3.06025E-10	1.5685E-10	0.00034782	0.002550088	5.58841E-06	8.70885E-05	3.55825E-06	1.91415E-08
1.125094654	0.012657627	0.059979201	3.785693595	1.1387E-54	1.72455E-05	0.157534273	4.95323887	2.551977488	9.15942E-05	4.69454E-05	2.76433E-06	1.41676E-06	1.10689E-05	5.67317E-06	0.194783516	0.124145887	4.52946E-05	3.33266E-05	6.94754E-06	3.56127E-08	7.00293E-16	4.92904E-07	0.010407672	1.56507E-08	8.15463E-07	0.027972336	3.11497E-10	1.59655E-10	0.000351775	0.002555061	5.79549E-06	8.7088E-05	3.58287E-06	1.91493E-08
1.162163013	0.012628972	0.059989519	3.784785713	1.39318E-54	1.72513E-05	0.157044895	5.098796044	2.550753353	9.16269E-05	4.69622E-05	2.73127E-06	1.39982E-06	1.10692E-05	5.67331E-06	0.19480184	0.124009357	4.43081E-05	3.3083E-05	7.47766E-06	3.76494E-08	7.3581E-16	5.07953E-07	0.01040955	1.54394E-08	8.38187E-07	0.027971349	3.17011E-10	1.62481E-10	0.000355771	0.002560141	6.01022E-06	8.70874E-05	3.60815E-06	1.91582E-08
1.200169761	0.012599396	0.060000072	3.783862384	1.71966E-54	1.72573E-05	0.156552022	5.246951166	2.549521184	9.16604E-05	4.69794E-05	2.69754E-06	1.38253E-06	1.10695E-05	5.67343E-06	0.194820474	0.123870424	4.33057E-05	3.28309E-05	8.06326E-06	3.98427E-08	7.74614E-16	5.23525E-07	0.010411449	1.52306E-08	8.6163E-07	0.027970328	3.2257E-10	1.6533E-10	0.000359806	0.00256533	6.23296E-06	8.70868E-05	3.63414E-06	1.91682E-08
1.239138656	0.012568844	0.060010867	3.782923547	2.14232E-54	1.72634E-05	0.156055894	5.397721145	2.54828153	9.16946E-05	4.69969E-05	2.66314E-06	1.3649E-06	1.10696E-05	5.67352E-06	0.19483942	0.123729076	4.22875E-05	3.257E-05	8.71175E-06	4.22073E-08	8.17115E-16	5.39649E-07	0.010413369	1.50243E-08	8.85842E-07	0.027969274	3.28174E-10	1.68203E-10	0.000363881	0.00257063	6.46414E-06	8.70862E-05	3.66085E-06	1.91792E-08
1.279094052	0.01253725	0.060021907	3.781969148	2.69465E-54	1.72697E-05	0.15555677	5.551121202	2.547034972	9.17296E-05	4.70148E-05	2.62806E-06	1.34692E-06	1.10698E-05	5.67359E-06	0.194858678	0.1235853	4.12537E-05	3.23E-05	9.43171E-06	4.47598E-08	8.63784E-16	5.56356E-07	0.010415308	1.48207E-08	9.10871E-07	0.027968183	3.33828E-10	1.711E-10	0.000367995	0.002576045	6.7042E-06	8.70855E-05	3.68831E-06	1.91914E-08
1.320060924	0.012504543	0.060033199	3.78099915	3.42359E-54	1.72761E-05	0.155054929	5.707164743	2.545782116	9.17653E-05	4.70331E-05	2.5923E-06	1.32859E-06	1.10698E-05	5.67363E-06	0.194878249	0.123439086	4.02045E-05	3.20204E-05	1.0233E-05	4.75188E-08	9.15169E-16	5.73678E-07	0.010417267	1.46197E-08	9.36774E-07	0.027967055	3.39531E-10	1.74023E-10	0.000372145	0.002581575	6.95359E-06	8.70847E-05	3.71654E-06	1.92047E-08
1.362064878	0.012470641	0.060044747	3.780013526	4.39552E-54	1.72826E-05	0.154550674	5.86586322	2.5445236	9.18018E-05	4.70518E-05	2.55585E-06	1.30991E-06	1.10698E-05	5.67363E-06	0.194898135	0.123290427	3.91403E-05	3.17309E-05	1.11271E-05	5.05055E-08	9.71908E-16	5.91649E-07	0.010419244	1.44213E-08	9.63605E-07	0.027965888	3.45287E-10	1.76973E-10	0.000376332	0.002587224	7.21282E-06	8.70839E-05	3.74557E-06	1.92191E-08
1.405132166	0.012435451	0.060056557	3.779012265	5.70546E-54	1.72893E-05	0.15404433	6.027225978	2.543260088	9.18391E-05	4.70709E-05	2.5187E-06	1.29088E-06	1.10698E-05	5.6736E-06	0.194918333	0.123139316	3.80612E-05	3.14311E-05	1.21272E-05	5.37442E-08	1.03475E-15	6.10306E-07	0.01042124	1.42255E-08	9.91425E-07	0.027964681	3.51097E-10	1.79951E-10	0.000380554	0.002592994	7.48242E-06	8.70831E-05	3.77542E-06	1.92347E-08
1.449289709	0.01239887	0.060068635	3.777995371	7.49087E-54	1.72962E-05	0.153536247	6.191260106	2.541992276	9.18771E-05	4.70905E-05	2.48087E-06	1.27148E-06	1.10697E-05	5.67353E-06	0.194938846	0.12298575	3.69678E-05	3.11205E-05	1.32486E-05	5.72624E-08	1.10456E-15	6.29688E-07	0.010423252	1.40324E-08	1.0203E-06	0.027963431	3.56962E-10	1.82957E-10	0.00038481	0.002598889	7.76295E-06	8.70822E-05	3.80614E-06	1.92512E-08
1.494565104	0.012360777	0.060080986	3.776962865	9.95308E-54	1.73032E-05	0.1530268	6.357970274	2.540720887	9.1916E-05	4.71104E-05	2.44233E-06	1.25174E-06	1.10694E-05	5.67343E-06	0.194959672	0.122829727	3.58605E-05	3.07986E-05	1.45089E-05	6.10914E-08	1.18239E-15	6.49835E-07	0.010425281	1.38421E-08	1.05029E-06	0.027962137	3.62884E-10	1.85992E-10	0.000389098	0.002604909	8.05503E-06	8.70812E-05	3.83774E-06	1.92689E-08
1.540986652	0.012321037	0.060093616	3.775914783	1.33905E-53	1.73103E-05	0.152516392	6.527358555	2.539446673	9.19556E-05	4.71307E-05	2.4031E-06	1.23163E-06	1.10692E-05	5.67328E-06	0.19498081	0.122671249	3.47399E-05	3.04652E-05	1.59288E-05	6.52675E-08	1.26946E-15	6.70789E-07	0.010427324	1.36545E-08	1.08147E-06	0.027960797	3.68863E-10	1.89057E-10	0.000393418	0.002611059	8.35931E-06	8.70803E-05	3.87025E-06	1.92875E-08
1.588583367	0.012279495	0.06010653	3.774851182	1.82515E-53	1.73176E-05	0.152005454	6.699424251	2.538170417	9.1996E-05	4.71514E-05	2.36318E-06	1.21117E-06	1.10688E-05	5.67309E-06	0.19500226	0.12251032	3.36064E-05	3.01195E-05	1.75319E-05	6.9832E-08	1.36722E-15	6.92596E-07	0.010429382	1.34696E-08	1.11392E-06	0.027959409	3.749E-10	1.92151E-10	0.000397767	0.00261734	8.67648E-06	8.70793E-05	3.90372E-06	1.93071E-08
1.637384999	0.012235975	0.060119735	3.773772138	2.52183E-53	1.73251E-05	0.151494448	6.874163696	2.536892927	9.20373E-05	4.71725E-05	2.32255E-06	1.19035E-06	1.10683E-05	5.67285E-06	0.195024019	0.122346945	3.24609E-05	2.97613E-05	1.93458E-05	7.48328E-08	1.47744E-15	7.15302E-07	0.010431451	1.32875E-08	1.14772E-06	0.027957971	3.80995E-10	1.95274E-10	0.000402144	0.002623756	9.00728E-06	8.70782E-05	3.93817E-06	1.93276E-08
1.687422049	0.012190275	0.060133236	3.772677746	3.53443E-53	1.73328E-05	0.150983866	7.051570053	2.535615041	9.20793E-05	4.71941E-05	2.28124E-06	1.16917E-06	1.10678E-05	5.67256E-06	0.195046086	0.122181136	3.13041E-05	2.93899E-05	2.14021E-05	8.03252E-08	1.6022E-15	7.38954E-07	0.010433531	1.31082E-08	1.18294E-06	0.027956481	3.87147E-10	1.98428E-10	0.000406548	0.002630308	9.35252E-06	8.70771E-05	3.97363E-06	1.93488E-08
1.738725794	0.012142163	0.060147041	3.771568124	5.02797E-53	1.73406E-05	0.150474233	7.231633108	2.534337626	9.21222E-05	4.72161E-05	2.23923E-06	1.14764E-06	1.10671E-05	5.67222E-06	0.195068458	0.122012905	3.01369E-05	2.90049E-05	2.37376E-05	8.63734E-08	1.74408E-15	7.63605E-07	0.010435619	1.29317E-08	1.21967E-06	0.027954936	3.93356E-10	2.0161E-10	0.000410977	0.002637	9.71306E-06	8.7076E-05	4.01015E-06	1.93707E-08
1.791328299	0.012091377	0.060161154	3.770443414	7.26497E-53	1.73486E-05	0.149966109	7.414339037	2.533061573	9.21659E-05	4.72385E-05	2.19654E-06	1.12576E-06	1.10663E-05	5.67182E-06	0.195091133	0.121842269	2.89604E-05	2.86057E-05	2.63945E-05	9.30524E-08	1.90615E-15	7.89304E-07	0.010437714	1.27581E-08	1.25801E-06	0.027953334	3.99621E-10	2.04821E-10	0.00041543	0.002643834	1.00898E-05	8.70749E-05	4.04776E-06	1.9393E-08
1.845262443	0.012037616	0.060175582	3.769303781	1.06698E-52	1.73568E-05	0.149460088	7.599670174	2.5317878	9.22104E-05	4.72613E-05	2.15318E-06	1.10354E-06	1.10654E-05	5.67136E-06	0.195114107	0.121669247	2.77756E-05	2.81918E-05	2.94214E-05	1.0045E-07	2.09225E-15	8.16107E-07	0.010439814	1.25875E-08	1.29806E-06	0.027951673	4.05939E-10	2.08059E-10	0.000419903	0.002650813	1.04837E-05	8.70738E-05	4.08649E-06	1.94157E-08
1.900561936	0.011980538	0.060190332	3.768149418	1.594E-52	1.73651E-05	0.148956805	7.787604757	2.530517251	9.22557E-05	4.72845E-05	2.10915E-06	1.08097E-06	1.10644E-05	5.67085E-06	0.195137376	0.121493864	2.65839E-05	2.77626E-05	3.28742E-05	1.0867E-07	2.30705E-15	8.44066E-07	0.010441915	1.24198E-08	1.33991E-06	0.02794995	4.12308E-10	2.11323E-10	0.000424396	0.002657939	1.08959E-05	8.70726E-05	4.12639E-06	1.94384E-08
1.957261343	0.011919755	0.06020541	3.766980544	2.42424E-52	1.73737E-05	0.148456931	7.978116668	2.529250895	9.23018E-05	4.73081E-05	2.06446E-06	1.05807E-06	1.10633E-05	5.67026E-06	0.195160936	0.121316147	2.53867E-05	2.73175E-05	3.68166E-05	1.17833E-07	2.5564E-15	8.73236E-07	0.010444015	1.22551E-08	1.38367E-06	0.027948162	4.18725E-10	2.14612E-10	0.000428905	0.002665216	1.13275E-05	8.70715E-05	4.1675E-06	1.94609E-08
2.015396101	0.011854824	0.060220823	3.765797409	3.75649E-52	1.73824E-05	0.147961178	8.171175151	2.527989722	9.23487E-05	4.73322E-05	2.01913E-06	1.03484E-06	1.1062E-05	5.66961E-06	0.195184782	0.12113613	2.41856E-05	2.68561E-05	4.13211E-05	1.28084E-07	2.84759E-15	9.03672E-07	0.010446111	1.20935E-08	1.42946E-06	0.027946307	4.25187E-10	2.17924E-10	0.00043343	0.002672646	1.17797E-05	8.70704E-05	4.20986E-06	1.94829E-08
2.075002549	0.011785248	0.060236578	3.764600292	5.93596E-52	1.73914E-05	0.147470301	8.366744521	2.526734746	9.23964E-05	4.73566E-05	1.97317E-06	1.01128E-06	1.10606E-05	5.66889E-06	0.195208908	0.120953849	2.29824E-05	2.63777E-05	4.64702E-05	1.39595E-07	3.18982E-15	9.35428E-07	0.0104482	1.1935E-08	1.47741E-06	0.027944381	4.31689E-10	2.21257E-10	0.000437968	0.002680231	1.22538E-05	8.70693E-05	4.25351E-06	1.95039E-08
2.13611794	0.011710467	0.06025268	3.763389505	9.5742E-52	1.74005E-05	0.146985098	8.564783849	2.525486999	9.24449E-05	4.73814E-05	1.9266E-06	9.87412E-07	1.1059E-05	5.66809E-06	0.195233308	0.120769346	2.17789E-05	2.58817E-05	5.23562E-05	1.52571E-07	3.59481E-15	9.68556E-07	0.010450277	1.17797E-08	1.52763E-06	0.027942382	4.38226E-10	2.24607E-10	0.000442516	0.002687975	1.27512E-05	8.70683E-05	4.29849E-06	1.95236E-08
2.198780476	0.011629853	0.060269137	3.762165396	1.57775E-51	1.74099E-05	0.146506416	8.765246639	2.524247534	9.24941E-05	4.74067E-05	1.87943E-06	9.63239E-07	1.10573E-05	5.66722E-06	0.195257976	0.120582669	2.05775E-05	2.53676E-05	5.90829E-05	1.67259E-07	4.07755E-15	1.00311E-06	0.010452338	1.16278E-08	1.58028E-06	0.027940305	4.44792E-10	2.27972E-10	0.000447073	0.00269588	1.32734E-05	8.70674E-05	4.34486E-06	1.95413E-08
2.26302932	0.01154271	0.060285956	3.760928349	2.65915E-51	1.74194E-05	0.146035145	8.968080482	2.523017421	9.25441E-05	4.74323E-05	1.8317E-06	9.38775E-07	1.10555E-05	5.66627E-06	0.195282903	0.120393871	1.93804E-05	2.48349E-05	6.67649E-05	1.83955E-07	4.65747E-15	1.03912E-06	0.01045438	1.14792E-08	1.6355E-06	0.027938149	4.51382E-10	2.3135E-10	0.000451635	0.002703949	1.38221E-05	8.70665E-05	4.39266E-06	1.95565E-08
2.328904633	0.011448269	0.060303143	3.759678785	4.58861E-51	1.74292E-05	0.145572229	9.173226688	2.521797742	9.25949E-05	4.74583E-05	1.78342E-06	9.14031E-07	1.10534E-05	5.66523E-06	0.195308081	0.12020301	1.81903E-05	2.4283E-05	7.55281E-05	2.03018E-07	5.35993E-15	1.07664E-06	0.010456396	1.1334E-08	1.69345E-06	0.027935908	4.57988E-10	2.34736E-10	0.000456199	0.002712184	1.43989E-05	8.70659E-05	4.44194E-06	1.95685E-08
2.396447586	0.011345687	0.060320704	3.758417168	8.11596E-51	1.74392E-05	0.145118662	9.380619904	2.520589597	9.26464E-05	4.74847E-05	1.73462E-06	8.89022E-07	1.10512E-05	5.6641E-06	0.195333502	0.120010152	1.701E-05	2.37113E-05	8.55091E-05	2.24882E-07	6.21842E-15	1.1157E-06	0.010458382	1.11924E-08	1.75431E-06	0.02793358	4.64603E-10	2.38126E-10	0.000460764	0.002720587	1.50058E-05	8.70653E-05	4.49274E-06	1.95766E-08
2.465700398	0.011234053	0.060338647	3.757144004	1.4731E-50	1.74494E-05	0.144675495	9.590187705	2.519394092	9.26985E-05	4.75114E-05	1.68534E-06	8.63764E-07	1.10489E-05	5.66288E-06	0.195359154	0.119815367	1.58427E-05	2.31195E-05	9.68534E-05	2.50076E-07	7.27761E-15	1.15632E-06	0.010460331	1.10545E-08	1.8183E-06	0.027931161	4.71219E-10	2.41517E-10	0.000465326	0.002729162	1.56447E-05	8.7065E-05	4.54511E-06	1.958E-08
2.536706352	0.011112392	0.060356978	3.755859844	2.74725E-50	1.74598E-05	0.144243837	9.801850171	2.518212343	9.27513E-05	4.75385E-05	1.63561E-06	8.38275E-07	1.10463E-05	5.66157E-06	0.195385027	0.119618735	1.46916E-05	2.2507E-05	0.000109714	2.79242E-07	8.59774E-15	1.1985E-06	0.010462237	1.09204E-08	1.88561E-06	0.027928647	4.77826E-10	2.44903E-10	0.000469882	0.002737909	1.63178E-05	8.70649E-05	4.59911E-06	1.95778E-08
2.609509832	0.010979679	0.060375702	3.754565289	5.27105E-50	1.74705E-05	0.143824859	10.01551943	2.517045473	9.28048E-05	4.75659E-05	1.58546E-06	8.12575E-07	1.10436E-05	5.66016E-06	0.19541111	0.119420341	1.35603E-05	2.18736E-05	0.000124246	3.13168E-07	1.02611E-14	1.24223E-06	0.010464092	1.07902E-08	1.95652E-06	0.027926034	4.84417E-10	2.48281E-10	0.000474429	0.002746831	1.70274E-05	8.70651E-05	4.65479E-06	1.95692E-08
2.68415634	0.010834851	0.060394825	3.753260987	1.04189E-49	1.74814E-05	0.143419803	10.23109919	2.515894606	9.28588E-05	4.75936E-05	1.53494E-06	7.86684E-07	1.10406E-05	5.65866E-06	0.195437389	0.119220281	1.24526E-05	2.12188E-05	0.000140606	3.52813E-07	1.23816E-14	1.28748E-06	0.01046589	1.06639E-08	2.0313E-06	0.027923317	4.90982E-10	2.51646E-10	0.000478965	0.002755929	1.7776E-05	8.70655E-05	4.71219E-06	1.95532E-08
2.760692533	0.010676834	0.060414353	3.751947643	2.12464E-49	1.74925E-05	0.143029983	10.44848423	2.514760865	9.29134E-05	4.76216E-05	1.4841E-06	7.60627E-07	1.10375E-05	5.65705E-06	0.19546385	0.119018655	1.13724E-05	2.05426E-05	0.000158942	3.99352E-07	1.51187E-14	1.33418E-06	0.01046762	1.05418E-08	2.11028E-06	0.027920492	4.97511E-10	2.54992E-10	0.000483485	0.002765203	1.85661E-05	8.70663E-05	4.77137E-06	1.95291E-08
2.839166249	0.01050457	0.06043429	3.750626016	4.47644E-49	1.75039E-05	0.142656794	10.66755991	2.513645371	9.29685E-05	4.76498E-05	1.43299E-06	7.34429E-07	1.10341E-05	5.65533E-06	0.195490479	0.118815577	1.0324E-05	1.98447E-05	0.000179385	4.54225E-07	1.86995E-14	1.38223E-06	0.010469274	1.04239E-08	2.19387E-06	0.027917554	5.03994E-10	2.58315E-10	0.000487987	0.002774654	1.94006E-05	8.70675E-05	4.83238E-06	1.94961E-08
2.919626537	0.010317057	0.06045464	3.749296925	9.75974E-49	1.75156E-05	0.142301723	10.88820161	2.512549237	9.30241E-05	4.76783E-05	1.38165E-06	7.08118E-07	1.10306E-05	5.65351E-06	0.195517259	0.118611165	9.3115E-06	1.91253E-05	0.000202046	5.19191E-07	2.34519E-14	1.43149E-06	0.010470841	1.03102E-08	2.2825E-06	0.027914499	5.10422E-10	2.61609E-10	0.000492467	0.002784279	2.02824E-05	8.70691E-05	4.89527E-06	1.94537E-08
3.002123687	0.010113391	0.060475405	3.747961252	2.20547E-48	1.75275E-05	0.141966356	11.11027418	2.511473567	9.30801E-05	4.7707E-05	1.33015E-06	6.81724E-07	1.10268E-05	5.65158E-06	0.195544173	0.118405552	8.33925E-06	1.83846E-05	0.000226998	5.96398E-07	2.98579E-14	1.48175E-06	0.01047231	1.02008E-08	2.37672E-06	0.027911323	5.16784E-10	2.6487E-10	0.000496921	0.002794075	2.12148E-05	8.70712E-05	4.9601E-06	1.94013E-08
3.086709262	0.009892819	0.060496588	3.746619944	5.17426E-48	1.75396E-05	0.141652386	11.33363144	2.510419448	9.31364E-05	4.77359E-05	1.27855E-06	6.5528E-07	1.10228E-05	5.64954E-06	0.195571201	0.118198879	7.4115E-06	1.76229E-05	0.000254266	6.88466E-07	3.86382E-14	1.53273E-06	0.010473668	1.00956E-08	2.47718E-06	0.027908019	5.2307E-10	2.68092E-10	0.000501347	0.002804039	2.22011E-05	8.70736E-05	5.02689E-06	1.9339E-08
3.173436131	0.009654793	0.060518187	3.745274014	1.26252E-47	1.75521E-05	0.141361625	11.55811565	2.509387948	9.31931E-05	4.77649E-05	1.22693E-06	6.28821E-07	1.10186E-05	5.64739E-06	0.195598324	0.117991298	6.53239E-06	1.68409E-05	0.000283818	7.9858E-07	5.0892E-14	1.58407E-06	0.0104749	9.99469E-09	2.58465E-06	0.027904583	5.2927E-10	2.71269E-10	0.000505739	0.002814163	2.32448E-05	8.70765E-05	5.09571E-06	1.92671E-08
3.262358501	0.009399025	0.060540202	3.743924547	3.20962E-47	1.75648E-05	0.141096012	11.78355703	2.508380111	9.32499E-05	4.7794E-05	1.17535E-06	6.02385E-07	1.10142E-05	5.64512E-06	0.19562552	0.117782972	5.70581E-06	1.60397E-05	0.000315549	9.30592E-07	6.83329E-14	1.6353E-06	0.010475992	9.89784E-09	2.70005E-06	0.027901011	5.35373E-10	2.74397E-10	0.000510096	0.002824438	2.43497E-05	8.70798E-05	5.1666E-06	1.91864E-08
3.353531952	0.009125547	0.060562629	3.7425727	8.51737E-47	1.75778E-05	0.140857623	12.00977351	2.507396953	9.33068E-05	4.78232E-05	1.12389E-06	5.76013E-07	1.10096E-05	5.64274E-06	0.195652767	0.117574078	4.93532E-06	1.52204E-05	0.000349271	1.08914E-06	9.36966E-14	1.68583E-06	0.010476926	9.80485E-09	2.82451E-06	0.027897295	5.41367E-10	2.77469E-10	0.000514411	0.002834851	2.55197E-05	8.70835E-05	5.23958E-06	1.90982E-08
3.447013469	0.008834755	0.060585461	3.741219702	2.36391E-46	1.75911E-05	0.140648672	12.23657059	2.50643945	9.33638E-05	4.78524E-05	1.07264E-06	5.49748E-07	1.10047E-05	5.64024E-06	0.195680038	0.117364803	4.22399E-06	1.43849E-05	0.000384709	1.2798E-06	1.31463E-13	1.73489E-06	0.010477683	9.71542E-09	2.95936E-06	0.027893433	5.47237E-10	2.80478E-10	0.000518683	0.002845388	2.67589E-05	8.70875E-05	5.3147E-06	1.90044E-08
3.542861483	0.008527448	0.06060869	3.739866851	6.87535E-46	1.76046E-05	0.140471523	12.46374169	2.505508537	9.34208E-05	4.78816E-05	1.0217E-06	5.23638E-07	1.09996E-05	5.63763E-06	0.195707309	0.117155346	3.57429E-06	1.35355E-05	0.000421493	1.50916E-06	1.89155E-13	1.78154E-06	0.010478244	9.62914E-09	3.10621E-06	0.027889417	5.52965E-10	2.83413E-10	0.000522907	0.002856028	2.80715E-05	8.70916E-05	5.39198E-06	1.89076E-08
3.6411359	0.008204849	0.060632304	3.738515512	2.09983E-45	1.76185E-05	0.140328694	12.69106904	2.504605092	9.34776E-05	4.79107E-05	9.71156E-07	4.97733E-07	1.09943E-05	5.6349E-06	0.195734553	0.116945918	2.98792E-06	1.26749E-05	0.000459162	1.78505E-06	2.79673E-13	1.82461E-06	0.010478585	9.54551E-09	3.267E-06	0.027885244	5.58526E-10	2.86264E-10	0.000527078	0.00286675	2.94618E-05	8.70958E-05	5.47145E-06	1.88112E-08
3.741898147	0.007868603	0.060656288	3.737167099	6.7486E-45	1.76327E-05	0.140222868	12.9183256	2.503729927	9.35341E-05	4.79397E-05	9.21116E-07	4.72087E-07	1.09887E-05	5.63206E-06	0.19576174	0.116736736	2.46572E-06	1.18068E-05	0.000497172	2.11657E-06	4.25382E-13	1.86272E-06	0.010478683	9.46391E-09	3.44403E-06	0.027880908	5.63888E-10	2.89012E-10	0.000531193	0.002877526	3.09343E-05	8.70998E-05	5.55312E-06	1.87189E-08
